name,nominations,wins
Catch 22,2,0
Cromwell,1,0
Kes,6,2
M*A*S*H,5,1
Alfred Hitchcock,1,1
"They Shoot Horses, Don't They?",6,1
David Bradley,1,1
Liza Minnelli,2,1
Michael Sarrazin,1,0
Sally Thomsett,1,0
Sad Song Of Yellow Skin,1,1
Bob And Carol And Ted And Alice,1,0
The Shadow Of Progress,1,1
Blake,1,0
The Gallery,1,0
The Winds Of Fogo,1,0
Patton: Lust For Glory,2,0
The Rise And Fall Of The Great Lakes,1,1
Continental Drift,1,0
Policeman,1,0
A Study In Change,1,0
Colin Welland,2,1
Bernard Cribbins,1,0
Gig Young,1,0
Susannah York,1,1
Yvonne Crowley,1,0
Estelle Parsons,1,0
Maureen Stapleton,2,1
The Confession (L'Aveu),1,0
Lynn Carlin,1,0
Nanette Newman,1,0
Summer Of '42,2,1
Little Big Man,3,0
Shaft,1,0
Traffic,5,2
Death In Venice,6,4
The Go-Between,12,4
Nicholas And Alexandra,3,0
The Tales Of Beatrix Potter,2,0
Fiddler On The Roof,3,0
"Sunday, Bloody Sunday",8,5
Death In Venice (Morte A Venezia),1,0
Taking Off,6,0
Freddie Young,4,2
Performance,1,0
Dominic Guard,1,1
Gary Grimes,1,0
Carrie Snodgress,1,0
Janet Suzman,1,0
The Hellstrom Chronicle,1,1
Death Of A Legend,1,0
Gumshoe,2,0
Alaska: The Great Land,1,1
Big Horn,1,0
The Long Memory,1,0
The Savage Voyage,1,1
Don't Go Down The...,1,0
A Future For The Past,1,0
Edward Fox,3,2
Michael Gough,1,0
John Hurt,5,2
Jane Asher,1,0
Georgia Brown,1,0
Georgia Engel,1,0
The Battle Of Algiers,1,1
The Ballad Of Joe Hill,1,0
The Landlord,1,0
Gene Hackman,5,2
Robert Shaw,1,0
Stéphane Audran,3,1
The Godfather,4,1
Lady Caroline Lamb,3,0
Macbeth,1,0
Young Winston,5,0
Cabaret,10,6
A Clockwork Orange,7,0
Cabaret/Alice's Adventures In Wonderland,1,1
The Garden Of The Finzi-Continis (Il Giardino Dei Finzi-Contini),2,1
Mccabe And Mrs Miller/Images/Deliverance,1,0
Young Winston/Macbeth/Alice's Adventures In Wonderland,1,1
The French Connection,4,1
The Last Picture Show,6,3
Deliverance,2,0
Memorial,1,1
History Of The Motor Car,1,0
The Tide Of Traffic,1,0
Joel Grey,1,1
Bud Cort,1,0
Al Pacino,5,1
Simon Ward,1,0
The Hospital,1,1
Cutting Oils And Fluids,1,1
We Call It Petrol,1,0
What Did You Learn At School Today?,1,0
What Is Life?,1,0
Ben Johnson,1,1
Max Adrian,1,0
Robert Duvall,3,1
Cloris Leachman,1,1
Marisa Berenson,1,0
Eileen Brennan,1,0
Shelley Winters,2,0
A Day In The Death Of Joe Egg,1,0
Family Life,1,0
One Day In The Life Of Ivan Denisovich,1,0
Donald Sutherland,1,0
Diana Ross,1,0
Tchou Tchou,1,1
Balablok,1,0
O Lucky Man!,2,2
Pat Garrett And Billy The Kid,2,0
Sounder,2,0
State Of Siege (État De Siège),2,1
The Hireling,3,3
England Made Me,1,0
Fellini's Roma (Roma),1,0
Sleuth,4,0
Don't Look Now,6,1
Cries And Whispers (Viskningar Och Rop),2,0
Jesus Christ Superstar/Travels With My Aunt,1,0
"Brother Sun, Sister Moon",1,0
A Doll's House,2,0
Jesus Christ Superstar,3,1
Day For Night (La Nuit Américaine),3,3
The Day Of The Jackal,7,1
The Discreet Charm Of The Bourgeoisie (Le Charme Discret De La Bourgeoisie),4,1
David Lean,4,1
Charley Varrick,1,0
The National Health,1,0
Caring For History,1,1
Artistry In Tureens,1,0
The Scene From Melbury House,1,0
Without Due Care,1,0
Peter Egan,1,1
Jim Dale,1,0
David Essex,1,0
Kris Kristofferson,1,0
Grierson,1,1
A Touch Of Class,2,0
A Man's World,1,1
The Pastfinders,1,0
"Who Sold You This, Then?",1,0
WSP,1,0
Arthur Lowe,1,1
Ian Bannen,2,0
Denholm Elliott,7,3
Michael Lonsdale,1,0
Valentine Cortese,1,1
Rosemary Leach,2,0
Delphine Seyrig,1,0
Ingrid Thulin,1,0
Savages,1,0
Cicely Tyson,1,0
Hunger (La Faim),1,1
Cat's Cradle,1,0
Murder On The Orient Express,8,3
The Good Year (La Bonne Année),1,0
Chinatown,9,1
Serpico,2,0
The Three Musketeers,5,0
The Great Gatsby,3,3
Murder On The Orient Express/Zardoz,1,0
The Conversation,5,2
Lacombe Lucien,4,2
Murder On The Orient Express/Serpico,1,0
Jacques Cousteau,1,1
The Last Detail,2,0
Location North Sea,1,1
Acting In Turn,1,0
Facets Of Glass,1,0
The Quiet Land,1,0
Georgina Hale,1,1
Sissy Spacek,3,0
Cleavon Little,1,0
Cree Hunters Of Mistassini,1,1
Compañero: Victor Jara Of Chile,1,0
Leprosy,1,0
Chinatown/The Last Detail,1,1
Blazing Saddles,2,0
Earthquake,1,0
The Exorcist,1,0
Monet In London,1,1
Adventure In Colour,1,0
Child Part II,1,0
Nobody's Fault,1,0
John Huston,2,1
Randy Quaid,1,0
Adam Faith,1,0
Cindy Williams,1,0
Sylvia Sidney,1,0
The Autobiography Of Miss Jane Pittman,2,0
Richard Dreyfuss,2,1
Ellen Burstyn,1,1
Valerie Perrine,2,1
Liv Ullman,2,0
Great,1,1
The Owl Who Married A Goose,1,0
Jaws/The Towering Inferno,1,1
The Godfather Part II,3,0
The Taking Of Pelham 123,2,0
The Wind And The Lion,1,0
Rollerball,4,1
Barry Lyndon,5,2
The Day Of The Locust,3,1
The Towering Inferno,3,1
The Man Who Would Be King,2,0
The Four Musketeers,1,0
Alice Doesn't Live Here Anymore,7,4
Dog Day Afternoon,5,1
Jaws,6,0
Charles Chaplin,1,1
Sea Area Forties,1,1
Leaving Lily,1,0
The Living Woodland,1,0
Waiting On Weather,1,0
Robert De Niro,6,0
Alfred Lutter,1,0
Lily Tomlin,2,0
The Early Americans,1,1
Seven Green Bottles,1,0
Nashville,5,1
The Curiosity That Kills The Cat,1,1
How An Aeroplane Flies Part I,1,0
The Oil In Your Engine,1,0
Fred Astaire,1,1
Martin Balsam,2,0
Burgess Meredith,1,0
Jack Warden,1,0
Diane Ladd,1,1
Ronee Blakley,1,0
Gwen Welles,1,0
Conrack,1,1
Louise Fletcher,1,1
Lauren Bacall,1,0
Rita Moreno,1,0
Taxi Driver,5,1
Bugsy Malone,7,3
One Flew Over The Cuckoo's Nest,10,6
The Slipper And The Rose,5,0
Picnic At Hanging Rock,3,1
Aces High,1,0
All The President's Men,9,0
The Marquise Of O (Die Marquise Von O),1,1
Denis Forman,1,1
Marathon Man,1,0
Jodie Foster,4,3
King Kong,1,0
The Canadians (Los Canadienses),1,1
White Rock,1,0
The Sunshine Boys,1,0
The End Of The Road,1,1
Energy In Perspective,1,0
The Speed Sailors,1,0
Hydraulics,1,1
For The Want Of A Nail,1,0
Let's Sleep On It,1,0
Proteins,1,0
Slender Chance,1,0
Brad Dourif,1,1
Michael Hordern,1,0
Jason Robards,2,0
Annette Crosbie,1,0
Woody Allen,15,7
Sylvester Stallone,2,0
Diane Keaton,3,1
Shelley Duvall,1,0
A Bridge Too Far,8,4
Equus,5,1
The Spy Who Loved Me,2,0
A Star Is Born,10,1
The Deep,1,0
Fellini's Casanova (Il Casanova Di Federico Fellini),3,2
Valentino,3,0
Joseph Andrews,1,0
"New York, New York",2,0
Annie Hall,6,5
Network,9,1
Rocky,5,0
The Living City,1,1
Pipeline Alaska,1,0
Reflections - Ireland,1,0
The Shetland Experience,1,0
Fred Zinnemann,7,3
The Bead Game,1,1
The Chinese Word For Horse,1,0
The Sand Castle,1,0
Isabelle Huppert,1,1
Olimpia Carlisi,1,0
Jeannette Clift,1,0
Saverio Marconi,1,0
Path Of The Paddle,1,1
Hazchem,1,0
How The Motor Works: Part II - The Carburettor,1,0
Colin Blakely,1,0
Zero Mostel,1,0
Jenny Agutter,1,1
Geraldine Chaplin,1,0
Brad Davis,2,0
Peter Ustinov,1,0
Jill Clayburgh,1,0
Marsha Mason,1,0
Star Wars,6,2
Close Encounters Of The Third Kind,9,1
Julia,10,4
Saturday Night Fever,2,0
The Duellists,2,0
Superman,5,1
Death On The Nile,4,1
Midnight Express,6,3
A Wedding,2,0
Christopher Reeve,1,1
Marybeth Hurt,1,0
Melanie Mayron,1,0
"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zorin Perisic, Wally Veevers",1,1
The Silent Witness,1,1
The Goodbye Girl,3,1
Hokusai: An Animated Sketchbook,1,1
I'll Find A Way,1,0
Planet Water,1,0
Sunday Muddy Sunday,1,0
Twenty Times More Likely,1,1
How A Man Schall Be Armyd,1,0
Play Safe,1,0
Leonard Lewis,2,0
François Truffaut,3,1
Angela Lansbury,2,1
Mona Washbourne,1,0
Martin Sheen,1,0
Meryl Streep,8,1
Days Of Heaven,1,1
Alien,7,2
Apocalypse Now,9,2
Yanks,7,2
The Deer Hunter,9,2
Manhattan,10,2
Agatha,1,0
The Europeans,3,0
The China Syndrome,4,2
Dennis Christopher,1,1
Gary Busey,1,0
Sigourney Weaver,2,0
Ray Winstone,1,0
The Tree Of Wooden Clogs,1,1
Butch Minds The Baby,1,1
Dilemma,1,0
Dream Doll,1,0
Mr Pascal,1,0
Christopher Walken,1,0
Lisa Eichhorn,1,0
Mariel Hemingway,1,0
Roy Scheider,1,0
Judy Davis,3,2
Bette Midler,1,0
The Three Inventors,1,1
Bio Woman,1,0
The Cube,1,0
Seaside Woman,1,0
All That Jazz,6,2
The Black Stallion,1,0
The Elephant Man,7,3
Kagemusha,4,2
Don Giovanni,2,0
Flash Gordon,3,0
Fame,4,1
Kramer Vs Kramer,6,0
Emeric Pressburger,1,1
Michael Powell,1,1
Abel Gance,1,1
Being There,4,1
Sonia Braga,1,0
Gordon Sinclair,1,0
Debra Winger,2,0
The Empire Strikes Back,3,1
Breaking Glass,1,0
Kevin Brownlow,2,1
Airplane!,1,0
Sredni Vashtar,1,1
Box On,1,0
Dollor Bottom,1,0
Possessions,1,0
The Rose,2,0
Jimmy Wright,1,1
Bob Hoskins,3,1
Jeremy Irons,1,0
Mary Tyler Moore,1,0
The Sweater,1,1
Beginnings,1,0
Creole,1,0
Tess,3,1
Chariots Of Fire,11,3
The French Lieutenant's Woman,11,3
Raiders Of The Lost Ark,7,1
Excalibur,1,0
Atlantic City,4,2
Gregory's Girl,4,1
Raging Bull,4,2
Andrzej Wajda,2,1
Joe Pesci,2,1
Klaus Maria Brandauer,2,0
Timothy Hutton,1,0
Cathy Moriarty,1,0
Arthur,2,0
David Puttnam,4,3
Soldier Girls,1,1
Best Boy,1,0
The Life And Times Of Rosie The Riverter,1,0
Return Journey,1,0
Recluse,1,1
Couples And Robbers,1,0
Towers Of Babel,1,0
Coal Miner's Daughter,2,0
Nigel Havers,1,0
Ben Kingsley,3,2
Jennifer Kendal,1,0
Blade Runner,8,3
ET: The Extra-Terrestrial,12,1
Gandhi,16,5
Reds,7,2
Draughtsman's Contract,1,0
Missing,7,2
On Golden Pond,6,1
Christ Stopped At Eboli (Cristo Si È Fermato A Eboli),1,1
The Boat (Das Boot),1,0
Diva,1,0
Fitzcarraldo,1,0
"Sarah Monzani, Christopher Tucker, Michelle Burke",1,1
Marvin G Westmore,1,0
Robert Sidell,1,0
Tom Smith,2,1
Body Heat,1,0
Pink Floyd The Wall (Another Brick In The Wall),1,1
Rocky III (Eye Of The Tiger),1,0
Ragtime (One More Hour),1,0
Annie (Tomorrow),1,0
Arthur Wooster,1,1
Burden Of Dreams,1,1
The Atomic Café,1,0
Not A Love Story,1,0
The Weavers: Wasn't That A Time,1,0
Dreamland Express,1,1
Some Of Your Bits Ain't Nice,1,0
Sound Collector,1,0
The Privilege,1,1
Rating Notman,1,0
The Rocking Horse Winner,1,0
A Shocking Accident,1,0
Pink Floyd The Wall,1,1
Poltergeist,1,1
Tron,1,0
Roshan Seth,1,0
Rohini Hattangadi,1,1
Candice Bergen,1,0
Julie Walters,6,2
Jessica Lange,1,0
Phyllis Logan,2,1
Heat And Dust,8,1
Betrayal,1,0
Educating Rita,6,3
Tootsie,8,2
Fanny And Alexander,3,1
Local Hero,7,1
Zelig,5,0
La Traviata,4,2
The King Of Comedy,5,1
Flashdance,3,1
Sam Spiegel,1,1
Schindler,1,1
Forty Minutes: Female Circumcision,1,0
The Visit: Part 3: The Boy David,1,0
Wildlife On One: Night Life,1,0
Danton,1,1
Finally Sunday (Vivement Dimanche!),1,0
"Dorothy Pearl, George Masters, C Romaina Ford, Allen Weisinger",1,1
Gordon Kay,1,0
"Phil Tippett, Stuart Freeborn",1,0
"Fred Buchner, John Caglione",1,0
Kevin Kline,2,0
Greta Scacchi,1,0
Trading Places,3,2
An Officer And A Gentleman (Up Where We Belong),1,1
Monty Python's The Meaning Of Life (Every Sperm Is Sacred),1,0
Flashdance (Flashdance...What A Feeling),1,0
Tootsie (Tootsie),1,0
Colin Young,2,2
Return Of The Jedi,4,1
Wargames,3,1
Merry Christmas Mr Lawrence,1,1
An Officer And A Gentleman,1,0
Henry's Cat,1,1
Dangermouse,4,0
Paddington Goes To The Movies (A Paddington Special),1,0
The Wind In The Willows,2,0
Goodie Two Shoes,1,1
The Crimson Permanent Assurance,1,0
John Love,1,0
Keep Off The Grass,1,0
Dilys Powell,1,1
The Dark Crystal,1,0
Jerry Lewis,1,0
Jamie Lee Curtis,2,1
Terri Garr,1,0
Rosemary Harris,1,0
Maureen Lipman,1,0
Dr Haing S Ngor,2,2
Sam Waterston,1,0
Helen Mirren,2,0
The Killing Fields,13,8
Another Country,3,0
The Dresser,7,0
"Paris, Texas",4,1
"Greystoke: The Legend Of Tarzan, Lord Of The Apes",6,1
Indiana Jones And The Temple Of Doom,4,1
Once Upon A Time In America,5,2
The Bostonians,1,0
The Company Of Wolves,4,0
Swann In Love (Un Amour De Swann),1,0
Under Fire,1,0
A Private Function,5,3
28 Up,1,1
GI Brides,1,0
South Bank Show: Alan Bennett,1,0
Afghanistan Reports: Allah Against The Gunships,1,0
Carmen,5,1
The Return Of Martin Guerre (Le Retour De Martin Guerre),1,0
Sunday In The Country,1,0
Swann In Love,1,0
"Paul Engelen, Peter Frampton, Rick Baker, Joan Hills",1,1
"Jane Royle, Christopher Tucker",1,0
Alan Boyle,1,0
Tommie Manderson,1,0
Rupert Everett,1,0
John Lynch,1,0
Tim Roth,2,1
Broadway Danny Rose,1,1
The Big Chill,1,0
Comfort And Joy,1,0
Ghostbusters (Ghostbusters),1,1
The Woman In Red (I Just Called To Say I Love You),1,0
Give My Regards To Broad Street (No More Lonely Nights),1,0
Electric Dreams (Together In Electric Dreams),1,0
Alan Parker & Alan Marshall,1,1
1984,1,0
Rupert And The Frog Song,1,1
Thomas The Tank Engine And Friends,2,0
The Wind In The Willows (Series),1,0
The Dress,1,1
Killing Time,1,0
Samson And Delilah,1,0
Ghostbusters,1,0
Michael Elphick,1,0
Liz Smith,1,1
Eileen Atkins,1,0
Cher,2,0
Tuesday Weld,1,0
William Hurt,1,1
Victor Banerjee,1,0
Harrison Ford,1,0
F Murray Abraham,1,0
Saeed Jaffrey,1,0
Kelly McGillis,1,0
Alexandra Pigg,1,0
Rosanna Arquette,2,1
Anjelica Huston,3,0
Tracey Ullman,1,0
Prizzi's Honour,2,1
Amadeus,9,4
A Passage To India,9,1
The Shooting Party,1,0
The Emerald Forest,3,0
Witness,7,1
The Cotton Club,2,1
Legend,3,0
Back To The Future,5,0
A Chorus Line,2,0
Steven Spielberg,7,2
The Purple Rose Of Cairo,4,2
Omnibus: Leonard Berstein's West Side Story,1,1
Marilyn Monroe: Say Goodbye To The President,1,0
David Lean: A Life In Film,1,0
The Frozen Ocean: Part 1 - Kingdom Of The Ice Bear,1,0
Colonel Redl (Oberst Redl),1,1
Dim Sum - A Little Bit Of Heart,1,0
Subway,1,0
"Paul LeBlanc, Dick Smith",1,1
"Peter Frampton, Paul Engelen Anna Dryhurst, Luis Michelotti, Beth Presares",1,0
"Peter Robb-King, Rob Bottin",1,0
Michael Westmore,1,0
My Beautiful Laundrette,2,0
Sydney Samuelson,2,2
Brazil,2,2
Beverly Hills Cop,1,0
Alias The Jester,1,1
Superted,2,1
The Wind In The Willows: Winter Sports,1,0
Careless Talk,1,1
One For My Baby,1,0
The Woman Who Married Clark Gable,1,0
Roland Joffé,2,0
Neil Jordan,3,0
James Ivory,5,1
Paul Hogan,1,0
Ray McAnally,2,2
Simon Callow,2,0
Cathy Tyson,1,0
Barbara Hershey,1,0
Out Of Africa,7,3
Children Of A Lesser God,1,0
The Color Purple,1,0
Ran,6,2
A Room With A View,14,5
The Mission,11,3
Hannah And Her Sisters,8,2
Mona Lisa,6,1
Federico Fellini,2,1
Shoah,1,1
Viewpoint '86: Afghanistan: The Agony Of A Nation,1,0
Omnibus: The Mission,1,0
Forty Minutes: The Fishing Party,1,0
Equinox: Prisoner Of Consciousness,1,0
British Cinema: Personal View - A Turnip Head's Guide To The British Cinema,1,0
Betty Blue (37°2 Le Matin),1,0
Ginger And Fred (Ginger E Fred),1,0
Othello (Otello),1,0
"Shohichiro Meda, Tameyuki Aimi, Chihako Naito, Noriko Takamizawa",1,1
Peter Robb-King,2,1
Jenny Shircore,2,0
Peter Frampton,1,0
Crocodile Dundee,2,0
The Film Production Executives,1,1
Aliens,4,1
Round Midnight,1,0
Max Headroom's Giant Christmas Turkey,1,0
Paddington Goes To School (Special),1,0
Wind In The Willows,1,0
La Boule,1,1
King's Christmas,1,0
Mohammed's Daughter,1,0
Night Movie,1,0
Reginald  Collin,1,1
Dreamchild,2,0
Labyrinth,1,0
Oliver Stone,1,1
John Boorman,3,0
Claude Berri,4,1
"Michael Lanteri, Michael Owens, Edward L Jones, Bruce Walters",1,1
"Chris Walas, Jon Berg, Louis Craig, Hoyt Yeatman",1,0
John Evans,1,0
"Bran Ferren, Martin Gutteridge, Lyle Conway, Richard Conway",1,0
Sean Connery,5,2
Gerard Depardieu,2,0
Gary Oldman,2,1
Daniel Auteuil,1,1
John Thaw,1,0
Emily Lloyd,1,0
Susan Wooldridge,1,1
Dianne Wiest,1,0
Jean De Florette,10,4
84 Charing Cross Road,3,1
Little Dorrit,2,0
Prick Up Your Ears,3,0
Cry Freedom,7,1
Hope And Glory,13,1
Platoon,3,2
Radio Days,7,2
The Untouchables,4,1
Ingmar Bergman,2,1
Baka - People Of The Rain Forest,1,1
Man-Eating Tigers/Saving The Tiger,1,0
Fourteen Days In May,1,0
Forty Minutes: Home From The Hill,1,0
The Sacrifice (Offret),1,1
Manon Of The Spring (Manon Des Sources),1,0
My Life As A Dog (Mitt Liv Som Hund),1,0
Hasso Von Hugo,1,1
"Chris Walas, Stephan Dupuis",1,0
Anna Dryhurst,1,0
"Michele Dernelle, Jean-Pierre Eychenne",1,0
Wish You Were Here,3,1
Personal Services,2,0
The Monty Python Team,1,1
The Reluctant Dragon,1,1
Fireman Sam,1,0
The Shoe People,1,0
Artisten,1,1
After Maria (D'Après Maria),1,0
Short And Curlies,1,0
Treacle,1,0
Full Metal Jacket,2,0
Louis Malle,10,5
Gabriel Axel,2,0
Charles Crichton,2,1
Bernardo Bertolucci,1,0
"George Gibbs, Richard Williams, Ken Ralston, Edward Jones",1,1
"Peter Kuran, Alan Munro, Robert Short, Ted Rae",1,0
"Gino De Rossi, Fabrizio Martinelli",1,0
"Rob Bottin, Phil Tippett, Peter Kuran, Rocco Gioffre",1,0
John Cleese,2,1
Michael Douglas,2,0
Robin Williams,2,0
Michael Palin,1,1
Joss Ackland,1,0
David Suchet,1,0
Maria Aitken,1,0
Anne Archer,1,0
Olympia Dukakis,1,0
The Unbearable Lightness Of Being,1,1
Babette's Feast (Babettes Gæstebud),6,1
Empire Of The Sun,6,3
Who Framed Roger Rabbit?,5,1
The Last Emperor,11,3
The Dressmaker,1,0
White Mischief,2,0
Fatal Attraction,3,1
A Fish Called Wanda,9,2
"Goodbye, Children (Au Revoir Les Enfants)",4,1
Wings Of Desire (Der Himmel Über Berlin),1,0
Dark Eyes (Oci Ciornie),1,0
This Week: Death On The Rock,1,1
The Duty Men: East Enders,1,0
In From The Cold: A Portrait Of Richard Burton,1,0
Viewpoint Special: The Men Who Killed Kennedy,1,0
Fabrizio Sforza,1,1
"Steve LaPorte, Ve Neill, Robert Short",1,0
Sally Sutton,1,0
Carla Palmer,1,0
A World Apart,2,1
Moonstruck,4,0
Gillian Wilkinson,1,1
Tucker: The Man And His Dream,1,1
Bird,2,0
The Hill Farm,1,1
Clothes Animation,1,0
Daddy's Little Piece Of Dresden China,1,0
Rarg,1,0
Defence Counsel Sedov (Zashchitnik Sedov),1,1
Cane Toads - An Unnatural History,1,0
The Unkindest Cut,1,0
Water's Edge,1,0
"Good Morning, Vietnam",2,0
Leslie Hardcastle,1,1
Richard Williams,1,1
Kenneth Branagh,3,2
Stephen Frears,1,0
Peter Weir,2,0
Alan Parker,7,3
"Ken Ralston, Michael Lantieri, John Bell, Steve Gawley",1,1
"Kent Houston, Richard Conway",1,0
"Derek Meddings, John Evans",1,0
"George Gibbs Michael McAlister, Mark Sullivan, John Ellis",1,0
Daniel Day-Lewis,4,1
Pauline Collins,1,1
Glenn Close,2,0
Melanie Griffith,1,0
Michelle Pfeiffer,2,1
Laura San Giacomo,1,0
Dangerous Liaisons,10,2
The Accidental Tourist,1,0
My Left Foot,5,2
Shirley Valentine,3,1
Mississippi Burning,5,3
Gorillas In The Mist,1,0
Henry V,6,1
The Bear (L' Ours),1,0
The Adventures Of Baron Munchausen,4,3
Batman,6,0
Dead Poets Society,6,2
Rain Man,3,0
When Harry Met Sally,2,1
Life And Nothing But (La Vie Et Rien D'Autre),1,1
Pelle The Conqueror (Pelle Erobreren),1,0
Salaam Bombay,1,0
Women On The Verge Of A Nervous Breakdown (Mujeres Al Borde De Un Ataque De Nervios ),1,0
First Tuesday: Four Hours In My Lai,1,1
Viewpoint '89: Cambodia - Year 10: A Special Report By John Pilger,1,0
Lost Children Of The Empire,1,0
Everyman: Romania - State Of Fear,1,0
"Maggie Weston, Fabrizio Sforza, Pam Meager",1,1
"Paul Engelen, Nick Dudman",1,0
Jean-Luc Russier,1,0
Ken Jennings,1,0
Working Girl,3,0
"Sex, Lies And Videotape",2,0
Lewis Gilbert,5,2
A Grand Day Out,1,1
Creature Comforts,1,0
Egoli,1,0
War Story,1,0
The Candy Show,1,1
Carmela Campo,1,0
Tight Trousers,1,0
Uhloz,1,0
Indiana Jones And The Last Crusade,3,0
Bob Reid,1,1
Leslie Halliwell,1,1
Martin Scorsese,5,1
Giuseppe Tornatore,2,1
Bruce Beresford,1,0
Production Team,4,1
Philippe Noiret,1,1
Tom Cruise,1,0
Salvatore Cascio,1,1
Alan Alda,1,0
Jessica Tandy,2,1
Julia Roberts,2,1
Whoopi Goldberg,1,1
Goodfellas,7,5
Born On The Fourth Of July,2,0
Driving Miss Daisy,4,1
Postcards From The Edge,3,0
War Of The Roses,1,0
The Sheltering Sky,1,1
Cinema Paradiso,11,5
Glory,1,0
Dick Tracy,7,2
Pretty Woman,4,0
Crimes And Misdemeanors,6,0
Jesus Of Montreal (Jésus De Montréal),1,0
Milou In May  (Milou En Mai),1,0
Romeo And Juliet (Romuald Et Juliette),1,0
Viewpoint: Ceausescu's Children,1,0
"Viewpoint: Cambodia, The Betrayal - A Special Report By John Pilger",1,0
The Last African Flying Boat,1,0
Harold Lloyd - The Third Genius,1,0
"John Caglione Jr, Doug Drexler",1,1
Maurizio Trani,1,0
Ben Nye Jr,1,0
"Christine Beveridge, The Jim Henson Creature Shop",1,0
The Fabulous Baker Boys,3,1
Memphis Belle,1,0
Ghost,4,1
Jeremy Thomas,1,1
The Hunt For Red October,3,0
Sheltering Sky,1,0
Toxic,1,1
Deadsy,1,0
The Death Of Stalinism In Bohemia,1,0
Say Goodbye,1,1
At The Border (An Der Grenze),1,0
Chicken,1,0
Dear Rosie,1,0
Wild At Heart,1,0
Alistair Cooke,1,1
John Box,7,4
"Stan Winston, Dennis Muren, Gene Warren Jr, Robert Skotak",1,1
"Allen Hall, Scott Farrar, Clay Pinney, Mikael Salomon",1,0
Stan Winston,1,0
"Frans Wamelink, Eve Ramboz, Masao Yamaguchi",1,0
Kevin Costner,2,0
Alan Rickman,3,1
Derek Jacobi,1,0
Andrew Strong,1,0
Geena Davis,1,0
Susan Sarandon,2,1
Juliet Stevenson,1,0
Kate Nelligan,1,1
Annette Bening,2,0
Amanda Plummer,1,0
The Commitments,6,4
Cyrano De Bergerac,8,4
Dances With Wolves,9,0
The Silence Of The Lambs,9,2
Thelma And Louise,8,0
Edward Scissorhands,4,1
Robin Hood: Prince Of Thieves,2,1
Valmont,1,0
The Nasty Girl (Das Schreckliche Mädchen),1,1
The Hairdresser's Husband (Le Mari De La Coiffeuse),1,0
Toto The Hero (Toto Le Héros),1,0
The Addams Family,2,0
"Truly, Madly, Deeply",3,1
The Fisher King,2,0
Green Card,1,0
Derek Jarman,1,1
Terminator 2: Judgement Day,3,2
Balloon,1,1
Adam,1,0
Anamorphosis,1,0
Touch,1,0
The Harmfulness Of Tobacco,1,1
Breath Of Life,1,0
Man Descending,1,0
Trauma,1,0
Mitzi Cunliffe,1,1
Ridley Scott,5,2
"Michael Lantieri, Ken Ralston, Alec Gillis, Tom Woodruff Jr, Doug Chiang, Doug Smythe",1,1
"Richard Edlund, George Gibbs, Alec Gillis, Tom Woodruff Jr.",1,0
"Michael Fink, John Bruno, Craig Barron, Dennis Skotak",1,0
Randy Fullmer,1,0
Robert Downey Jr.,1,1
Stephen Rea,1,0
Tim Robbins,1,0
Jaye Davidson,1,0
Tommy Lee Jones,2,0
Samuel West,1,0
Emma Thompson,4,2
Tara Morice,1,0
Miranda Richardson,3,1
Kathy Bates,1,0
Helena Bonham Carter,1,0
The Player,5,2
Howards End,11,2
JFK,4,2
Strictly Ballroom,9,3
The Crying Game,7,1
The Last Of The Mohicans,7,2
Cape Fear,2,0
Chaplin,4,1
Unforgiven,5,1
Raise The Red Lantern (Da Hong Deng Long Gao Gao Gua),1,1
The Lovers On The Bridge (Les Amants Du Pont Neuf),1,0
Delicatessen,1,0
"Europa, Europa",1,0
Batman Returns,2,0
Beauty And The Beast,2,0
Hear My Song,2,0
Husbands And Wives,2,1
Daumier's Law,1,1
A Is For Autism,1,0
Blindscape,1,0
Soho Square,1,0
Omnibus,1,1
Two Chimney Sweeps In A Singer's House (Deux Ramoneurs Chez Une Cantatrice),1,0
Heartsongs,1,0
A Sense Of History,1,0
HRH The Princess Royal,1,1
Douglas Slocombe,11,4
"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",1,1
"Don Paul, Steve Goldberg",1,0
"Roman Coppola, Gary Gutierrez, Michael Lantieri, Gene Warren Jr",1,0
"William Mesa, Roy Arbogast",1,0
Liam Neeson,1,0
Ralph Fiennes,1,1
John Malkovich,1,0
Holly Hunter,2,1
Miriam Margolyes,1,1
Winona Ryder,1,0
Schindler's List,13,7
In The Name Of The Father,2,0
The Remains Of The Day,6,1
Scent Of A Woman,1,0
Shadowlands,6,1
Naked,1,0
Raining Stones,1,0
Tom And Viv,2,0
The Age Of Innocence,4,1
The Piano,10,3
Bram Stoker's Dracula,4,0
Much Ado About Nothing,1,0
Orlando,2,1
The Fugitive,4,1
In The Line Of Fire,3,0
Farewell My Concubine (Ba Wang Bie Ji),1,1
A Heart In Winter (Un Coeur En Hiver),1,0
Like Water For Chocolate (Como Agua Para Chocolate),1,0
Indochina (Indochine),1,0
"Margaret Graves, Rachel Wilson, Susan Nickson, Ben King, Nathan Bumford, James Erskine, Matthew Cooper",1,0
Jurassic Park,3,2
Addams Family Values,1,0
Groundhog Day,1,1
Sleepless In Seattle,2,0
Ken Loach,3,1
Aladdin,2,0
The Wrong Trousers,1,1
Bob's Birthday,1,0
